R,d,Î¸,x,y,z
2.4,3.4,120,-1.7,0,2.94449
2.6,2.6,70,0.88925,0,2.4432
2.6,2.6,75,0.67293,0,2.51141
2.6,2.6,80,0.45149,0,2.5605
2.6,2.6,85,0.2266,0,2.59011
2.6,2.6,90,0.0,0,2.6
2.6,2.6,95,-0.2266,0,2.59011
2.6,2.6,100,-0.45149,0,2.5605
2.6,2.6,105,-0.67293,0,2.51141
2.6,2.6,110,-0.88925,0,2.4432
2.6,2.6,115,-1.09881,0,2.3564
2.6,2.6,120,-1.3,0,2.25167
2.6,2.8,70,0.95766,0,2.63114
2.6,2.8,75,0.72469,0,2.70459
2.6,2.8,80,0.48621,0,2.75746
2.6,2.8,85,0.24404,0,2.78935
2.6,2.8,90,0.0,0,2.8
2.6,2.8,95,-0.24404,0,2.78935
2.6,2.8,100,-0.48621,0,2.75746
2.6,2.8,105,-0.72469,0,2.70459
2.6,2.8,110,-0.95766,0,2.63114
2.6,2.8,115,-1.18333,0,2.53766
2.6,2.8,120,-1.4,0,2.42487
2.6,3.0,70,1.02606,0,2.81908
2.6,3.0,75,0.77646,0,2.89778
2.6,3.0,80,0.52094,0,2.95442
2.6,3.0,85,0.26147,0,2.98858
2.6,3.0,90,0.0,0,3.0
2.6,3.0,95,-0.26147,0,2.98858
2.6,3.0,100,-0.52094,0,2.95442
2.6,3.0,105,-0.77646,0,2.89778
2.6,3.0,110,-1.02606,0,2.81908
2.6,3.0,115,-1.26785,0,2.71892
2.6,3.0,120,-1.5,0,2.59808
2.6,3.2,70,1.09446,0,3.00702
2.6,3.2,75,0.82822,0,3.09096
2.6,3.2,80,0.55567,0,3.15138
2.6,3.2,85,0.2789,0,3.18782
2.6,3.2,90,0.0,0,3.2
2.6,3.2,95,-0.2789,0,3.18782
2.6,3.2,100,-0.55567,0,3.15138
2.6,3.2,105,-0.82822,0,3.09096
2.6,3.2,110,-1.09446,0,3.00702
2.6,3.2,115,-1.35238,0,2.90018
2.6,3.2,120,-1.6,0,2.77128
2.6,3.4,70,1.16287,0,3.19495
2.6,3.4,75,0.87998,0,3.28415
2.6,3.4,80,0.5904,0,3.34835
2.6,3.4,85,0.29633,0,3.38706
2.6,3.4,90,0.0,0,3.4
2.6,3.4,95,-0.29633,0,3.38706
2.6,3.4,100,-0.5904,0,3.34835
2.6,3.4,105,-0.87998,0,3.28415
2.6,3.4,110,-1.16287,0,3.19495
2.6,3.4,115,-1.4369,0,3.08145
2.6,3.4,120,-1.7,0,2.94449
2.6,3.6,70,1.23127,0,3.38289
2.6,3.6,75,0.93175,0,3.47733
2.6,3.6,80,0.62513,0,3.54531
2.6,3.6,85,0.31376,0,3.5863
2.6,3.6,90,0.0,0,3.6
2.6,3.6,95,-0.31376,0,3.5863
2.6,3.6,100,-0.62513,0,3.54531
2.6,3.6,105,-0.93175,0,3.47733
2.6,3.6,110,-1.23127,0,3.38289
2.6,3.6,115,-1.52143,0,3.26271
2.6,3.6,120,-1.8,0,3.11769
2.8,2.8,70,0.95766,0,2.63114
2.8,2.8,75,0.72469,0,2.70459
2.8,2.8,80,0.48621,0,2.75746
2.8,2.8,85,0.24404,0,2.78935
2.8,2.8,90,0.0,0,2.8
2.8,2.8,95,-0.24404,0,2.78935
2.8,2.8,100,-0.48621,0,2.75746
2.8,2.8,105,-0.72469,0,2.70459
2.8,2.8,110,-0.95766,0,2.63114
2.8,2.8,115,-1.18333,0,2.53766
2.8,2.8,120,-1.4,0,2.42487
2.8,3.0,70,1.02606,0,2.81908
2.8,3.0,75,0.77646,0,2.89778
2.8,3.0,80,0.52094,0,2.95442
2.8,3.0,85,0.26147,0,2.98858
2.8,3.0,90,0.0,0,3.0
2.8,3.0,95,-0.26147,0,2.98858
2.8,3.0,100,-0.52094,0,2.95442
2.8,3.0,105,-0.77646,0,2.89778
2.8,3.0,110,-1.02606,0,2.81908
2.8,3.0,115,-1.26785,0,2.71892
2.8,3.0,120,-1.5,0,2.59808
2.8,3.2,70,1.09446,0,3.00702
2.8,3.2,75,0.82822,0,3.09096
2.8,3.2,80,0.55567,0,3.15138
2.8,3.2,85,0.2789,0,3.18782
2.8,3.2,90,0.0,0,3.2
2.8,3.2,95,-0.2789,0,3.18782
2.8,3.2,100,-0.55567,0,3.15138
2.8,3.2,105,-0.82822,0,3.09096
2.8,3.2,110,-1.09446,0,3.00702
2.8,3.2,115,-1.35238,0,2.90018
2.8,3.2,120,-1.6,0,2.77128
2.8,3.4,70,1.16287,0,3.19495
2.8,3.4,75,0.87998,0,3.28415
2.8,3.4,80,0.5904,0,3.34835
2.8,3.4,85,0.29633,0,3.38706
2.8,3.4,90,0.0,0,3.4
2.8,3.4,95,-0.29633,0,3.38706
2.8,3.4,100,-0.5904,0,3.34835
2.8,3.4,105,-0.87998,0,3.28415
2.8,3.4,110,-1.16287,0,3.19495
2.8,3.4,115,-1.4369,0,3.08145
2.8,3.4,120,-1.7,0,2.94449
2.8,3.6,70,1.23127,0,3.38289
2.8,3.6,75,0.93175,0,3.47733
2.8,3.6,80,0.62513,0,3.54531
2.8,3.6,85,0.31376,0,3.5863
2.8,3.6,90,0.0,0,3.6
2.8,3.6,95,-0.31376,0,3.5863
2.8,3.6,100,-0.62513,0,3.54531
2.8,3.6,105,-0.93175,0,3.47733
2.8,3.6,110,-1.23127,0,3.38289
2.8,3.6,115,-1.52143,0,3.26271
2.8,3.6,120,-1.8,0,3.11769
2.8,3.8,70,1.29968,0,3.57083
2.8,3.8,75,0.98351,0,3.67052
2.8,3.8,80,0.65986,0,3.74227
2.8,3.8,85,0.33119,0,3.78554
2.8,3.8,90,0.0,0,3.8
2.8,3.8,95,-0.33119,0,3.78554
2.8,3.8,100,-0.65986,0,3.74227
2.8,3.8,105,-0.98351,0,3.67052
2.8,3.8,110,-1.29968,0,3.57083
2.8,3.8,115,-1.60595,0,3.44397
2.8,3.8,120,-1.9,0,3.2909
3.0,3.0,70,1.02606,0,2.81908
3.0,3.0,75,0.77646,0,2.89778
3.0,3.0,80,0.52094,0,2.95442
3.0,3.0,85,0.26147,0,2.98858
3.0,3.0,90,0.0,0,3.0
3.0,3.0,95,-0.26147,0,2.98858
3.0,3.0,100,-0.52094,0,2.95442
3.0,3.0,105,-0.77646,0,2.89778
3.0,3.0,110,-1.02606,0,2.81908
3.0,3.0,115,-1.26785,0,2.71892
3.0,3.0,120,-1.5,0,2.59808
3.0,3.2,70,1.09446,0,3.00702
3.0,3.2,75,0.82822,0,3.09096
3.0,3.2,80,0.55567,0,3.15138
3.0,3.2,85,0.2789,0,3.18782
3.0,3.2,90,0.0,0,3.2
3.0,3.2,95,-0.2789,0,3.18782
3.0,3.2,100,-0.55567,0,3.15138
3.0,3.2,105,-0.82822,0,3.09096
3.0,3.2,110,-1.09446,0,3.00702
3.0,3.2,115,-1.35238,0,2.90018
3.0,3.2,120,-1.6,0,2.77128
3.0,3.4,70,1.16287,0,3.19495
3.0,3.4,75,0.87998,0,3.28415
3.0,3.4,80,0.5904,0,3.34835
3.0,3.4,85,0.29633,0,3.38706
3.0,3.4,90,0.0,0,3.4
3.0,3.4,95,-0.29633,0,3.38706
3.0,3.4,100,-0.5904,0,3.34835
3.0,3.4,105,-0.87998,0,3.28415
3.0,3.4,110,-1.16287,0,3.19495
3.0,3.4,115,-1.4369,0,3.08145
3.0,3.4,120,-1.7,0,2.94449
3.0,3.6,70,1.23127,0,3.38289
3.0,3.6,75,0.93175,0,3.47733
3.0,3.6,80,0.62513,0,3.54531
3.0,3.6,85,0.31376,0,3.5863
3.0,3.6,90,0.0,0,3.6
3.0,3.6,95,-0.31376,0,3.5863
3.0,3.6,100,-0.62513,0,3.54531
3.0,3.6,105,-0.93175,0,3.47733
3.0,3.6,110,-1.23127,0,3.38289
3.0,3.6,115,-1.52143,0,3.26271
3.0,3.6,120,-1.8,0,3.11769
3.0,3.8,70,1.29968,0,3.57083
3.0,3.8,75,0.98351,0,3.67052
3.0,3.8,80,0.65986,0,3.74227
3.0,3.8,85,0.33119,0,3.78554
3.0,3.8,90,0.0,0,3.8
3.0,3.8,95,-0.33119,0,3.78554
3.0,3.8,100,-0.65986,0,3.74227
3.0,3.8,105,-0.98351,0,3.67052
3.0,3.8,110,-1.29968,0,3.57083
3.0,3.8,115,-1.60595,0,3.44397
3.0,3.8,120,-1.9,0,3.2909
3.0,4.0,70,1.36808,0,3.75877
3.0,4.0,75,1.03528,0,3.8637
3.0,4.0,80,0.69459,0,3.93923
3.0,4.0,85,0.34862,0,3.98478
3.0,4.0,90,0.0,0,4.0
3.0,4.0,95,-0.34862,0,3.98478
3.0,4.0,100,-0.69459,0,3.93923
3.0,4.0,105,-1.03528,0,3.8637
3.0,4.0,110,-1.36808,0,3.75877
3.0,4.0,115,-1.69047,0,3.62523
3.0,4.0,120,-2.0,0,3.4641
3.2,3.2,70,1.09446,0,3.00702
3.2,3.2,75,0.82822,0,3.09096
3.2,3.2,80,0.55567,0,3.15138
3.2,3.2,85,0.2789,0,3.18782
3.2,3.2,90,0.0,0,3.2
3.2,3.2,95,-0.2789,0,3.18782
3.2,3.2,100,-0.55567,0,3.15138
3.2,3.2,105,-0.82822,0,3.09096
3.2,3.2,110,-1.09446,0,3.00702
3.2,3.2,115,-1.35238,0,2.90018
3.2,3.2,120,-1.6,0,2.77128
3.2,3.4,70,1.16287,0,3.19495
3.2,3.4,75,0.87998,0,3.28415
3.2,3.4,80,0.5904,0,3.34835
3.2,3.4,85,0.29633,0,3.38706
3.2,3.4,90,0.0,0,3.4
3.2,3.4,95,-0.29633,0,3.38706
3.2,3.4,100,-0.5904,0,3.34835
3.2,3.4,105,-0.87998,0,3.28415
3.2,3.4,110,-1.16287,0,3.19495
3.2,3.4,115,-1.4369,0,3.08145
3.2,3.4,120,-1.7,0,2.94449
3.2,3.6,70,1.23127,0,3.38289
3.2,3.6,75,0.93175,0,3.47733
3.2,3.6,80,0.62513,0,3.54531
3.2,3.6,85,0.31376,0,3.5863
3.2,3.6,90,0.0,0,3.6
3.2,3.6,95,-0.31376,0,3.5863
3.2,3.6,100,-0.62513,0,3.54531
3.2,3.6,105,-0.93175,0,3.47733
3.2,3.6,110,-1.23127,0,3.38289
3.2,3.6,115,-1.52143,0,3.26271
3.2,3.6,120,-1.8,0,3.11769
3.2,3.8,70,1.29968,0,3.57083
3.2,3.8,75,0.98351,0,3.67052
3.2,3.8,80,0.65986,0,3.74227
3.2,3.8,85,0.33119,0,3.78554
3.2,3.8,90,0.0,0,3.8
3.2,3.8,95,-0.33119,0,3.78554
3.2,3.8,100,-0.65986,0,3.74227
3.2,3.8,105,-0.98351,0,3.67052
3.2,3.8,110,-1.29968,0,3.57083
3.2,3.8,115,-1.60595,0,3.44397
3.2,3.8,120,-1.9,0,3.2909
3.2,4.0,70,1.36808,0,3.75877
3.2,4.0,75,1.03528,0,3.8637
3.2,4.0,80,0.69459,0,3.93923
3.2,4.0,85,0.34862,0,3.98478
3.2,4.0,90,0.0,0,4.0
3.2,4.0,95,-0.34862,0,3.98478
3.2,4.0,100,-0.69459,0,3.93923
3.2,4.0,105,-1.03528,0,3.8637
3.2,4.0,110,-1.36808,0,3.75877
3.2,4.0,115,-1.69047,0,3.62523
3.2,4.0,120,-2.0,0,3.4641
3.2,4.2,70,1.43648,0,3.94671
3.2,4.2,75,1.08704,0,4.05689
3.2,4.2,80,0.72932,0,4.13619
3.2,4.2,85,0.36605,0,4.18402
3.2,4.2,90,0.0,0,4.2
3.2,4.2,95,-0.36605,0,4.18402
3.2,4.2,100,-0.72932,0,4.13619
3.2,4.2,105,-1.08704,0,4.05689
3.2,4.2,110,-1.43648,0,3.94671
3.2,4.2,115,-1.775,0,3.80649
3.2,4.2,120,-2.1,0,3.63731
3.4,3.4,70,1.16287,0,3.19495
3.4,3.4,75,0.87998,0,3.28415
3.4,3.4,80,0.5904,0,3.34835
3.4,3.4,85,0.29633,0,3.38706
3.4,3.4,90,0.0,0,3.4
3.4,3.4,95,-0.29633,0,3.38706
3.4,3.4,100,-0.5904,0,3.34835
3.4,3.4,105,-0.87998,0,3.28415
3.4,3.4,110,-1.16287,0,3.19495
3.4,3.4,115,-1.4369,0,3.08145
3.4,3.4,120,-1.7,0,2.94449
3.4,3.6,70,1.23127,0,3.38289
3.4,3.6,75,0.93175,0,3.47733
3.4,3.6,80,0.62513,0,3.54531
3.4,3.6,85,0.31376,0,3.5863
3.4,3.6,90,0.0,0,3.6
3.4,3.6,95,-0.31376,0,3.5863
3.4,3.6,100,-0.62513,0,3.54531
3.4,3.6,105,-0.93175,0,3.47733
3.4,3.6,110,-1.23127,0,3.38289
3.4,3.6,115,-1.52143,0,3.26271
3.4,3.6,120,-1.8,0,3.11769
3.4,3.8,70,1.29968,0,3.57083
3.4,3.8,75,0.98351,0,3.67052
3.4,3.8,80,0.65986,0,3.74227
3.4,3.8,85,0.33119,0,3.78554
3.4,3.8,90,0.0,0,3.8
3.4,3.8,95,-0.33119,0,3.78554
3.4,3.8,100,-0.65986,0,3.74227
3.4,3.8,105,-0.98351,0,3.67052
3.4,3.8,110,-1.29968,0,3.57083
3.4,3.8,115,-1.60595,0,3.44397
3.4,3.8,120,-1.9,0,3.2909
3.4,4.0,70,1.36808,0,3.75877
3.4,4.0,75,1.03528,0,3.8637
3.4,4.0,80,0.69459,0,3.93923
3.4,4.0,85,0.34862,0,3.98478
3.4,4.0,90,0.0,0,4.0
3.4,4.0,95,-0.34862,0,3.98478
3.4,4.0,100,-0.69459,0,3.93923
3.4,4.0,105,-1.03528,0,3.8637
3.4,4.0,110,-1.36808,0,3.75877
3.4,4.0,115,-1.69047,0,3.62523
3.4,4.0,120,-2.0,0,3.4641
3.4,4.2,70,1.43648,0,3.94671
3.4,4.2,75,1.08704,0,4.05689
3.4,4.2,80,0.72932,0,4.13619
3.4,4.2,85,0.36605,0,4.18402
3.4,4.2,90,0.0,0,4.2
3.4,4.2,95,-0.36605,0,4.18402
3.4,4.2,100,-0.72932,0,4.13619
3.4,4.2,105,-1.08704,0,4.05689
3.4,4.2,110,-1.43648,0,3.94671
3.4,4.2,115,-1.775,0,3.80649
3.4,4.2,120,-2.1,0,3.63731
3.4,4.4,70,1.50489,0,4.13465
3.4,4.4,75,1.1388,0,4.25007
3.4,4.4,80,0.76405,0,4.33315
3.4,4.4,85,0.38349,0,4.38326
3.4,4.4,90,0.0,0,4.4
3.4,4.4,95,-0.38349,0,4.38326
3.4,4.4,100,-0.76405,0,4.33315
3.4,4.4,105,-1.1388,0,4.25007
3.4,4.4,110,-1.50489,0,4.13465
3.4,4.4,115,-1.85952,0,3.98775
3.4,4.4,120,-2.2,0,3.81051
3.6,3.6,70,1.23127,0,3.38289
3.6,3.6,75,0.93175,0,3.47733
3.6,3.6,80,0.62513,0,3.54531
3.6,3.6,85,0.31376,0,3.5863
3.6,3.6,90,0.0,0,3.6
3.6,3.6,95,-0.31376,0,3.5863
3.6,3.6,100,-0.62513,0,3.54531
3.6,3.6,105,-0.93175,0,3.47733
3.6,3.6,110,-1.23127,0,3.38289
3.6,3.6,115,-1.52143,0,3.26271
3.6,3.6,120,-1.8,0,3.11769
3.6,3.8,70,1.29968,0,3.57083
3.6,3.8,75,0.98351,0,3.67052
3.6,3.8,80,0.65986,0,3.74227
3.6,3.8,85,0.33119,0,3.78554
3.6,3.8,90,0.0,0,3.8
3.6,3.8,95,-0.33119,0,3.78554
3.6,3.8,100,-0.65986,0,3.74227
3.6,3.8,105,-0.98351,0,3.67052
3.6,3.8,110,-1.29968,0,3.57083
3.6,3.8,115,-1.60595,0,3.44397
3.6,3.8,120,-1.9,0,3.2909
3.6,4.0,70,1.36808,0,3.75877
3.6,4.0,75,1.03528,0,3.8637
3.6,4.0,80,0.69459,0,3.93923
3.6,4.0,85,0.34862,0,3.98478
3.6,4.0,90,0.0,0,4.0
3.6,4.0,95,-0.34862,0,3.98478
3.6,4.0,100,-0.69459,0,3.93923
3.6,4.0,105,-1.03528,0,3.8637
3.6,4.0,110,-1.36808,0,3.75877
3.6,4.0,115,-1.69047,0,3.62523
3.6,4.0,120,-2.0,0,3.4641
3.6,4.2,70,1.43648,0,3.94671
3.6,4.2,75,1.08704,0,4.05689
3.6,4.2,80,0.72932,0,4.13619
3.6,4.2,85,0.36605,0,4.18402
3.6,4.2,90,0.0,0,4.2
3.6,4.2,95,-0.36605,0,4.18402
3.6,4.2,100,-0.72932,0,4.13619
3.6,4.2,105,-1.08704,0,4.05689
3.6,4.2,110,-1.43648,0,3.94671
3.6,4.2,115,-1.775,0,3.80649
3.6,4.2,120,-2.1,0,3.63731
3.6,4.4,70,1.50489,0,4.13465
3.6,4.4,75,1.1388,0,4.25007
3.6,4.4,80,0.76405,0,4.33315
3.6,4.4,85,0.38349,0,4.38326
3.6,4.4,90,0.0,0,4.4
3.6,4.4,95,-0.38349,0,4.38326
3.6,4.4,100,-0.76405,0,4.33315
3.6,4.4,105,-1.1388,0,4.25007
3.6,4.4,110,-1.50489,0,4.13465
3.6,4.4,115,-1.85952,0,3.98775
3.6,4.4,120,-2.2,0,3.81051
3.6,4.6,70,1.57329,0,4.32259
3.6,4.6,75,1.19057,0,4.44326
3.6,4.6,80,0.79878,0,4.53012
3.6,4.6,85,0.40092,0,4.5825
3.6,4.6,90,0.0,0,4.6
3.6,4.6,95,-0.40092,0,4.5825
3.6,4.6,100,-0.79878,0,4.53012
3.6,4.6,105,-1.19057,0,4.44326
3.6,4.6,110,-1.57329,0,4.32259
3.6,4.6,115,-1.94404,0,4.16902
3.6,4.6,120,-2.3,0,3.98372
3.8,3.8,70,1.29968,0,3.57083
3.8,3.8,75,0.98351,0,3.67052
3.8,3.8,80,0.65986,0,3.74227
3.8,3.8,85,0.33119,0,3.78554
3.8,3.8,90,0.0,0,3.8
3.8,3.8,95,-0.33119,0,3.78554
3.8,3.8,100,-0.65986,0,3.74227
3.8,3.8,105,-0.98351,0,3.67052
3.8,3.8,110,-1.29968,0,3.57083
3.8,3.8,115,-1.60595,0,3.44397
3.8,3.8,120,-1.9,0,3.2909
3.8,4.0,70,1.36808,0,3.75877
3.8,4.0,75,1.03528,0,3.8637
3.8,4.0,80,0.69459,0,3.93923
3.8,4.0,85,0.34862,0,3.98478
3.8,4.0,90,0.0,0,4.0
3.8,4.0,95,-0.34862,0,3.98478
3.8,4.0,100,-0.69459,0,3.93923
3.8,4.0,105,-1.03528,0,3.8637
3.8,4.0,110,-1.36808,0,3.75877
3.8,4.0,115,-1.69047,0,3.62523
3.8,4.0,120,-2.0,0,3.4641
3.8,4.2,70,1.43648,0,3.94671
3.8,4.2,75,1.08704,0,4.05689
3.8,4.2,80,0.72932,0,4.13619
3.8,4.2,85,0.36605,0,4.18402
3.8,4.2,90,0.0,0,4.2
3.8,4.2,95,-0.36605,0,4.18402
3.8,4.2,100,-0.72932,0,4.13619
3.8,4.2,105,-1.08704,0,4.05689
3.8,4.2,110,-1.43648,0,3.94671
3.8,4.2,115,-1.775,0,3.80649
3.8,4.2,120,-2.1,0,3.63731
3.8,4.4,70,1.50489,0,4.13465
3.8,4.4,75,1.1388,0,4.25007
3.8,4.4,80,0.76405,0,4.33315
3.8,4.4,85,0.38349,0,4.38326
3.8,4.4,90,0.0,0,4.4
3.8,4.4,95,-0.38349,0,4.38326
3.8,4.4,100,-0.76405,0,4.33315
3.8,4.4,105,-1.1388,0,4.25007
3.8,4.4,110,-1.50489,0,4.13465
3.8,4.4,115,-1.85952,0,3.98775
3.8,4.4,120,-2.2,0,3.81051
3.8,4.6,70,1.57329,0,4.32259
3.8,4.6,75,1.19057,0,4.44326
3.8,4.6,80,0.79878,0,4.53012
3.8,4.6,85,0.40092,0,4.5825
3.8,4.6,90,0.0,0,4.6
3.8,4.6,95,-0.40092,0,4.5825
3.8,4.6,100,-0.79878,0,4.53012
3.8,4.6,105,-1.19057,0,4.44326
3.8,4.6,110,-1.57329,0,4.32259
3.8,4.6,115,-1.94404,0,4.16902
3.8,4.6,120,-2.3,0,3.98372
3.8,4.8,70,1.6417,0,4.51052
3.8,4.8,75,1.24233,0,4.63644
3.8,4.8,80,0.83351,0,4.72708
3.8,4.8,85,0.41835,0,4.78173
3.8,4.8,90,0.0,0,4.8
3.8,4.8,95,-0.41835,0,4.78173
3.8,4.8,100,-0.83351,0,4.72708
3.8,4.8,105,-1.24233,0,4.63644
3.8,4.8,110,-1.6417,0,4.51052
3.8,4.8,115,-2.02857,0,4.35028
3.8,4.8,120,-2.4,0,4.15692
4.0,4.0,70,1.36808,0,3.75877
4.0,4.0,75,1.03528,0,3.8637
4.0,4.0,80,0.69459,0,3.93923
4.0,4.0,85,0.34862,0,3.98478
4.0,4.0,90,0.0,0,4.0
4.0,4.0,95,-0.34862,0,3.98478
4.0,4.0,100,-0.69459,0,3.93923
4.0,4.0,105,-1.03528,0,3.8637
4.0,4.0,110,-1.36808,0,3.75877
4.0,4.0,115,-1.69047,0,3.62523
4.0,4.0,120,-2.0,0,3.4641
4.0,4.2,70,1.43648,0,3.94671
4.0,4.2,75,1.08704,0,4.05689
4.0,4.2,80,0.72932,0,4.13619
4.0,4.2,85,0.36605,0,4.18402
4.0,4.2,90,0.0,0,4.2
4.0,4.2,95,-0.36605,0,4.18402
4.0,4.2,100,-0.72932,0,4.13619
4.0,4.2,105,-1.08704,0,4.05689
4.0,4.2,110,-1.43648,0,3.94671
4.0,4.2,115,-1.775,0,3.80649
4.0,4.2,120,-2.1,0,3.63731
4.0,4.4,70,1.50489,0,4.13465
4.0,4.4,75,1.1388,0,4.25007
4.0,4.4,80,0.76405,0,4.33315
4.0,4.4,85,0.38349,0,4.38326
4.0,4.4,90,0.0,0,4.4
4.0,4.4,95,-0.38349,0,4.38326
4.0,4.4,100,-0.76405,0,4.33315
4.0,4.4,105,-1.1388,0,4.25007
4.0,4.4,110,-1.50489,0,4.13465
4.0,4.4,115,-1.85952,0,3.98775
4.0,4.4,120,-2.2,0,3.81051
4.0,4.6,70,1.57329,0,4.32259
4.0,4.6,75,1.19057,0,4.44326
4.0,4.6,80,0.79878,0,4.53012
4.0,4.6,85,0.40092,0,4.5825
4.0,4.6,90,0.0,0,4.6
4.0,4.6,95,-0.40092,0,4.5825
4.0,4.6,100,-0.79878,0,4.53012
4.0,4.6,105,-1.19057,0,4.44326
4.0,4.6,110,-1.57329,0,4.32259
4.0,4.6,115,-1.94404,0,4.16902
4.0,4.6,120,-2.3,0,3.98372
4.0,4.8,70,1.6417,0,4.51052
4.0,4.8,75,1.24233,0,4.63644
4.0,4.8,80,0.83351,0,4.72708
4.0,4.8,85,0.41835,0,4.78173
4.0,4.8,90,0.0,0,4.8
4.0,4.8,95,-0.41835,0,4.78173
4.0,4.8,100,-0.83351,0,4.72708
4.0,4.8,105,-1.24233,0,4.63644
4.0,4.8,110,-1.6417,0,4.51052
4.0,4.8,115,-2.02857,0,4.35028
4.0,4.8,120,-2.4,0,4.15692
4.0,5.0,70,1.7101,0,4.69846
4.0,5.0,75,1.2941,0,4.82963
4.0,5.0,80,0.86824,0,4.92404
4.0,5.0,85,0.43578,0,4.98097
4.0,5.0,90,0.0,0,5.0
4.0,5.0,95,-0.43578,0,4.98097
4.0,5.0,100,-0.86824,0,4.92404
4.0,5.0,105,-1.2941,0,4.82963
4.0,5.0,110,-1.7101,0,4.69846
4.0,5.0,115,-2.11309,0,4.53154
4.0,5.0,120,-2.5,0,4.33013
